timestamp,strategy_id,symbol,label,review_status,earnings_revision_pct,revenue_growth_yoy,eps_growth_yoy,earnings_surprise_pct,free_cash_flow_yield,debt_to_ebitda,interest_coverage,alpha_score,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days,slippage_bps,fill_rate,latency_ms
2022-01-03T00:00:00+00:00,synthetic_strategy_0,AAPL,earnings_estimate_cut,accepted,-8.0,2.0,-4.0,-7.0,4.5,1.5,9.0,0.75,0.08,0.09,8.0,11.0,1.0,0.5,0.3,3.0,0.995,10.0
2022-01-04T00:00:00+00:00,synthetic_strategy_1,MSFT,alpha_score_decay,accepted,0.6189997772542962,11.118999777254297,13.118999777254297,2.118999777254296,4.618999777254296,1.529749944313574,9.118999777254297,-0.16810002227457038,-0.04881000222745704,-0.05881000222745703,8.35699933176289,11.475999109017184,1.1189997772542961,0.6189997772542962,0.4189997772542962,3.118999777254296,0.9938100022274571,10.594998886271481
2022-01-05T00:00:00+00:00,synthetic_strategy_2,NVDA,target_actual_weight_gap,accepted,0.46933506775678024,10.96933506775678,12.96933506775678,1.9693350677567802,4.469335067756781,1.4923337669391952,8.96933506775678,0.746933506775678,0.0796933506775678,0.0896933506775678,96.09199479672967,118.12265972897288,1.0306649322432198,0.5306649322432198,0.33066493224321974,11.03066493224322,0.9946933506775678,10.153324661216098
2022-01-06T00:00:00+00:00,synthetic_strategy_3,JPM,fundamental_data_stale,accepted,0.3889022381206721,10.888902238120671,12.888902238120671,1.8889022381206722,4.388902238120672,1.472225559530168,8.888902238120671,0.7388902238120673,0.07888902238120672,0.08888902238120672,8.333293285637984,11.444391047517312,12.111097761879329,6.111097761879328,4.111097761879328,3.111097761879328,0.9938890223812067,10.555488809396639
2022-01-07T00:00:00+00:00,synthetic_strategy_0,XOM,debt_leverage_increase,accepted,0.5592936021366329,11.059293602136632,13.059293602136632,2.059293602136633,1.259293602136633,4.814823400534158,1.759293602136633,0.7559293602136633,0.08059293602136633,0.09059293602136632,8.177880806409899,11.237174408546531,1.059293602136633,0.5592936021366329,0.359293602136633,3.059293602136633,0.9944070639786337,10.296468010683165
2022-01-08T00:00:00+00:00,synthetic_strategy_1,AAPL,earnings_estimate_cut,accepted,-7.904181546485181,2.095818453514819,-3.904181546485181,-6.904181546485181,4.595818453514819,1.5239546133787047,9.095818453514818,0.7595818453514819,0.08095818453514819,0.09095818453514819,8.287455360544456,11.383273814059276,1.0958184535148188,0.5958184535148188,0.3958184535148188,3.095818453514819,0.9940418154648518,10.479092267574094
2022-01-09T00:00:00+00:00,synthetic_strategy_2,MSFT,alpha_score_decay,accepted,0.41601503748877494,10.916015037488775,12.916015037488775,1.916015037488775,4.4160150374887746,1.4790037593721936,8.916015037488775,-0.1883984962511225,-0.05083984962511225,-0.06083984962511225,8.251954887533675,11.3359398500449,1.083984962511225,0.5839849625112251,0.38398496251122505,3.083984962511225,0.9941601503748877,10.419924812556125
2022-01-10T00:00:00+00:00,synthetic_strategy_3,NVDA,target_actual_weight_gap,accepted,0.425823546531556,10.925823546531555,12.925823546531555,1.925823546531556,4.425823546531556,1.481455886632889,8.925823546531555,0.7425823546531556,0.07925823546531556,0.08925823546531556,96.22252936040533,118.29670581387377,1.074176453468444,0.574176453468444,0.37417645346844397,11.074176453468445,0.9942582354653156,10.37088226734222
2022-01-11T00:00:00+00:00,synthetic_strategy_0,JPM,fundamental_data_stale,accepted,0.6030994177827795,11.10309941778278,13.10309941778278,2.1030994177827793,4.603099417782779,1.5257748544456948,9.10309941778278,0.7603099417782779,0.0810309941778278,0.0910309941778278,8.309298253348338,11.412397671131117,12.10309941778278,6.103099417782779,4.103099417782779,3.1030994177827793,0.9939690058221722,10.515497088913897
2022-01-12T00:00:00+00:00,synthetic_strategy_1,XOM,debt_leverage_increase,accepted,0.5476088687756736,11.047608868775674,13.047608868775674,2.0476088687756735,1.2476088687756737,4.811902217193918,1.7476088687756737,0.7547608868775674,0.08047608868775674,0.09047608868775674,8.14282660632702,11.190435475102694,1.0476088687756737,0.5476088687756736,0.34760886877567365,3.0476088687756735,0.9945239113122433,10.238044343878368
